#رقم,مشكول,صنف,أصل,جنس,عدد
1073,مُلَبَّسٌ,مفعول,لَبَّسَ,مذكر,مفرد
1074,مَلْحُوظٌ,مفعول,لَحَظَ,مذكر,مفرد
1075,مُلَحَّنٌ,مفعول,لَحَّنَ,مذكر,مفرد
1076,مَلْحُونٌ,مفعول,لَحَنَ,مذكر,مفرد
1077,مُلَخَّصٌ,مفعول,لَخَّصَ,مذكر,مفرد
1078,مُلَدَّنٌ,مفعول,لَدَّنَ,مذكر,مفرد
1079,مَلْسُوعٌ,مفعول,لَسَعَ,مذكر,مفرد
1080,مُلَسَّنٌ,مفعول,لَسَّنَ,مذكر,مفرد
1081,مُلَطَّفٌ,مفعول,لَطَّفَ,مذكر,مفرد
1082,مَلْعُونٌ,مفعول,لَعَنَ,مذكر,مفرد
1083,مَلَاعِينُ,مفعول,لَعَنَ,,جمع
1084,مَلْغُومٌ,مفعول,لَغَمَ,مذكر,مفرد
1085,مَلْفُوفٌ,مفعول,لَفَّ,مذكر,مفرد
1086,مَلْفُوظٌ,مفعول,لَفَظَ,مذكر,مفرد
1087,مُلَفَّقٌ,مفعول,لَفَّقَ,مذكر,مفرد
1088,مُلَقَّنٌ,مفعول,لَقَّنَ,مذكر,مفرد
1089,مُلَقَّى,مفعول,لَقَّى,مذكر,مفرد
1090,مُلَقّاة,مفعول,لَقَّى,مؤنث,مفرد
1091,مَلْمُومٌ,مفعول,لَمَّ,مذكر,مفرد
1092,مَلْمُوسٌ,مفعول,لَمَسَ,مذكر,مفرد
1093,مُلَمَّعٌ,مفعول,لَمَّعَ,مذكر,مفرد
1094,مُلَمْلَمٌ,مفعول,لَمْلَمَ,مذكر,مفرد
1095,مَلْهُوفٌ,مفعول,لَهِفَ,مذكر,مفرد
1096,مُلَوَّثٌ,مفعول,لَوَّثَ,مذكر,مفرد
1097,مُلَوَّزٌ,مفعول,لَوَّزَ,مذكر,مفرد
1098,مُلَوْلَبٌ,مفعول,لَوْلَبَ,مذكر,مفرد
1099,مُلَوَّنٌ,مفعول,لَوَّنَ,مذكر,مفرد
1100,مُلَيَّنٌ,مفعول,لَيَّنَ,مذكر,مفرد
1101,مُمَارَسٌ,مفعول,مَارَسَ,مذكر,مفرد
1102,مَمْحُوٌّ,مفعول,مَحَا,مذكر,مفرد
1103,مَمْخُوضٌ,مفعول,مَخَضَ,مذكر,مفرد
1104,مُمَدَّدٌ,مفعول,مَدَّدَ,مذكر,مفرد
1105,مَمْدُودٌ,مفعول,مَدَّ,مذكر,مفرد
1106,مَمْدُوحٌ,مفعول,مَدَحَ,مذكر,مفرد
1107,مُمَدَّنٌ,مفعول,مَدَّنَ,مذكر,مفرد
1108,مُمَرَّنٌ,مفعول,مَرَّنَ,مذكر,مفرد
1109,مَمْزُوجٌ,مفعول,مَزَجَ,مذكر,مفرد
1110,مَمْسُوخٌ,مفعول,مَسَخَ,مذكر,مفرد
1111,مُمَسَّكٌ,مفعول,مَسَّكَ,مذكر,مفرد
1112,مَمْشُوطٌ,مفعول,مَشَطَ,مذكر,مفرد
1113,مَمْشُوقٌ,مفعول,مَشَقَ,مذكر,مفرد
1114,مُمَغْنَطٌ,مفعول,مَغْنَطَ,مذكر,مفرد
1115,مَمْقُوتٌ,مفعول,مَقَتَ,مذكر,مفرد
1116,مَمْلُوءٌ,مفعول,مَلأَ,مذكر,مفرد
1117,مَمْلُوءَةٌ,مفعول,مَلأَ,مؤنث,مفرد
1118,مُمَلَّحٌ,مفعول,مَلَّحَ,مذكر,مفرد
1119,مَمْلُوكٌ,مفعول,مَلَكَ,مذكر,مفرد
1120,مَمَالِيكُ,مفعول,مَلَكَ,,جمع
1121,مَمْنُونٌ,مفعول,مَنَّ,مذكر,مفرد
1122,مَمْنُوحٌ,مفعول,مَنَحَ,مذكر,مفرد
1123,مَمْنُوعٌ,مفعول,مَنَعَ,مذكر,مفرد
1124,مُمَهَّدٌ,مفعول,مَهَّدَ,مذكر,مفرد
1125,مُمَوَّنٌ,مفعول,مَوَّنَ,مذكر,مفرد
1126,مُمَوَّهٌ,مفعول,مَوَّهَ,مذكر,مفرد
1127,مُمَيَّزٌ,مفعول,مَيَّزَ,مذكر,مفرد
1128,مُنَازَعٌ,مفعول,نَازَعَ,مذكر,مفرد
1129,مَنُوطٌ,مفعول,نَاطَ,مذكر,مفرد
1130,مَنْبُوذٌ,مفعول,نَبَذَ,مذكر,مفرد
1131,مُنَتَّنٌ,مفعول,نَتَّنَ,مذكر,مفرد
1132,مُنَجَّدٌ,مفعول,نَجَّدَ,مذكر,مفرد
1133,مَنْحُوتٌ,مفعول,نَحَتَ,مذكر,مفرد
1134,مَنْحُوسٌ,مفعول,نَحَسَ,مذكر,مفرد
1135,مناحيس,مفعول,نَحَسَ,,جمع
1136,مَنْزُوعٌ,مفعول,نَزَعَ,مذكر,مفرد
1137,مَنْزُوفٌ,مفعول,نَزَفَ,مذكر,مفرد
1138,مُنَزَّهٌ,مفعول,نَزَّهَ,مذكر,مفرد
1139,مَنْسُوبٌ,مفعول,نَسَبَ,مذكر,مفرد
1140,مَنَاسِيبُ,مفعول,نَسَبَ,,جمع
1141,مَنْسُوجٌ,مفعول,نَسَجَ,مذكر,مفرد
1142,مَنْسُوخٌ,مفعول,نَسَخَ,مذكر,مفرد
1143,مُنَسَّقٌ,مفعول,نَسَّقَ,مذكر,مفرد
1144,مَنْسُوقٌ,مفعول,نَسَقَ,مذكر,مفرد
1145,مَنْسِيٌّ,مفعول,نَسِيَ,مذكر,مفرد
1146,مَنْشُودٌ,مفعول,نَشَدَ,مذكر,مفرد
1147,مَنْشُورٌ,مفعول,نَشَرَ,مذكر,مفرد
1148,مَنَاشِيرُ,مفعول,نَشَرَ,,جمع
1149,مُنَشَّطٌ,مفعول,نَشَّطَ,مذكر,مفرد
1150,مَنْصُوصٌ,مفعول,نَصَّ,مذكر,مفرد
1151,مَنْصُوبٌ,مفعول,نَصَبَ,مذكر,مفرد
1152,مُنَضَّدٌ,مفعول,نَضَّدَ,مذكر,مفرد
1153,مَنْضُودٌ,مفعول,نَضَدَ,مذكر,مفرد
1154,مَنْطُوقٌ,مفعول,نَطَقَ,مذكر,مفرد
1155,مَنْظُورٌ,مفعول,نَظَرَ,مذكر,مفرد
1156,مُنَظَّفٌ,مفعول,نَظَّفَ,مذكر,مفرد
1157,مَنْظُومٌ,مفعول,نَظَمَ,مذكر,مفرد
1158,مُنَظَّمٌ,مفعول,نَظَّمَ,مذكر,مفرد
1159,مُنَعَّمٌ,مفعول,نَعَّمَ,مذكر,مفرد
1160,مُنَغَّمٌ,مفعول,نَغَّمَ,مذكر,مفرد
1161,مَنْفُوخٌ,مفعول,نَفَخَ,مذكر,مفرد
1162,مُنَفَّذٌ,مفعول,نَفَّذَ,مذكر,مفرد
1163,مَنْفُوشٌ,مفعول,نَفَشَ,مذكر,مفرد
1164,مَنْفُوضٌ,مفعول,نَفَضَ,مذكر,مفرد
1165,مَنْفِيٌّ,مفعول,نَفَى,مذكر,مفرد
1166,مَنْقُوبٌ,مفعول,نَقَبَ,مذكر,مفرد
1167,مُنَقَّحٌ,مفعول,نَقَّحَ,مذكر,مفرد
1168,مَنْقُوشٌ,مفعول,نَقَشَ,مذكر,مفرد
1169,مُنَقَّطٌ,مفعول,نَقَّطَ,مذكر,مفرد
1170,مَنْقُوطٌ,مفعول,نَقَطَ,مذكر,مفرد
1171,مَنْقُوعٌ,مفعول,نَقَعَ,مذكر,مفرد
1172,مَنْقُولٌ,مفعول,نَقَلَ,مذكر,مفرد
1173,مَنْكُوبٌ,مفعول,نَكَبَ,مذكر,مفرد
1174,مُنَكَّدٌ,مفعول,نَكَّدَ,مذكر,مفرد
1175,مَنْكُودٌ,مفعول,نَكَدَ,مذكر,مفرد
1176,مَنَاكِيدُ,مفعول,نَكَدَ,,جمع
1177,مُنَكَّرٌ,مفعول,نَكَّرَ,مذكر,مفرد
1178,مُنَكَّسٌ,مفعول,نَكَّسَ,مذكر,مفرد
1179,مَنْكُوسٌ,مفعول,نَكَسَ,مذكر,مفرد
1180,مَنْكُوشٌ,مفعول,نَكَشَ,مذكر,مفرد
1181,مُنَمَّقٌ,مفعول,نَمَّقَ,مذكر,مفرد
1182,مُنَمْنَمٌ,مفعول,نَمْنَمَ,مذكر,مفرد
1183,مَنْهُوكٌ,مفعول,نَهَكَ,مذكر,مفرد
1184,مَنْهِيٌّ,مفعول,نَهَى,مذكر,مفرد
1185,مُنَوَّرٌ,مفعول,نَوَّرَ,مذكر,مفرد
1186,مُنَوَّعٌ,مفعول,نَوَّعَ,مذكر,مفرد
1187,مَهِيضٌ,مفعول,هَاضَ,مذكر,مفرد
1188,مَهُولٌ,مفعول,هَالَ,مذكر,مفرد
1189,مَهْبُولٌ,مفعول,هَبِلَ,مذكر,مفرد
1190,مهابيل,مفعول,هَبِلَ,,جمع
1191,مَهْجُوٌّ,مفعول,هَجَا,مذكر,مفرد
1192,مُهَجَّرٌ,مفعول,هَجَّرَ,مذكر,مفرد
1193,مَهْجُورٌ,مفعول,هَجَرَ,مذكر,مفرد
1194,مُهَدَّدٌ,مفعول,هَدَّدَ,مذكر,مفرد
1195,مُهَدَّمٌ,مفعول,هَدَّمَ,مذكر,مفرد
1196,مَهْدِيٌّ,مفعول,هَدَى,مذكر,مفرد
1197,مُهَذَّبٌ,مفعول,هَذَّبَ,مذكر,مفرد
1198,مُهَرَّبٌ,مفعول,هَرَّبَ,مذكر,مفرد
1199,مَهْزُولٌ,مفعول,هَزَلَ,مذكر,مفرد
1200,مَهْزُومٌ,مفعول,هَزَمَ,مذكر,مفرد
1201,مُهَشَّمٌ,مفعول,هَشَّمَ,مذكر,مفرد
1202,مَهْضُومٌ,مفعول,هَضَمَ,مذكر,مفرد
1203,مُهَفْهَفٌ,مفعول,هَفْهَفَ,مذكر,مفرد
1204,مُهَلْهَلٌ,مفعول,هَلْهَلَ,مذكر,مفرد
1205,مَهْمُومٌ,مفعول,هَمَّ,مذكر,مفرد
1206,مَهْمُوسٌ,مفعول,هَمَسَ,مذكر,مفرد
1207,مُهَمَّشٌ,مفعول,هَمَّشَ,مذكر,مفرد
1208,مُهَنَّدٌ,مفعول,هَنَّدَ,مذكر,مفرد
1209,مُهَوَّسٌ,مفعول,هَوَّسَ,مذكر,مفرد
1210,مَوْبُوءٌ,مفعول,وَبِئَ,مذكر,مفرد
1211,مَوْبُوءَةٌ,مفعول,وَبِئَ,مؤنث,مفرد
1212,مَوْتُورٌ,مفعول,وَتَرَ,مذكر,مفرد
1213,مُوَثَّقٌ,مفعول,وَثَّقَ,مذكر,مفرد
1214,مَوْثُوقٌ,مفعول,وَثِقَ,مذكر,مفرد
1215,مَوْجُودٌ,مفعول,وَجَدَ,مذكر,مفرد
1216,مُوَجَّهٌ,مفعول,وَجَّهَ,مذكر,مفرد
1217,مُوَحَّدٌ,مفعول,وَحَّدَ,مذكر,مفرد
1218,مَوْرُوثٌ,مفعول,وَرِثَ,مذكر,مفرد
1219,مُوَرَّدٌ,مفعول,وَرَّدَ,مذكر,مفرد
1220,مُوَرَّمٌ,مفعول,وَرَّمَ,مذكر,مفرد
1221,مُوَزَّعٌ,مفعول,وَزَّعَ,مذكر,مفرد
1222,مَوْزُونٌ,مفعول,وَزَنَ,مذكر,مفرد
1223,مُوَسَّخٌ,مفعول,وَسَّخَ,مذكر,مفرد
1224,مُوَسَّعٌ,مفعول,وَسَّعَ,مذكر,مفرد
1225,مُوَسْوَسٌ,مفعول,وَسْوَسَ,مذكر,مفرد
1226,مُوَشَّحٌ,مفعول,وَشَّحَ,مذكر,مفرد
1227,مُوَشَّى,مفعول,وَشَّى,مذكر,مفرد
1228,مُوَشّاة,مفعول,وَشَّى,مؤنث,مفرد
1229,مَوْصُوفٌ,مفعول,وَصَفَ,مذكر,مفرد
1230,مَوْصُولٌ,مفعول,وَصَلَ,مذكر,مفرد
1231,مَوْصُومٌ,مفعول,وَصَمَ,مذكر,مفرد
1232,مُوَضَّحٌ,مفعول,وَضَّحَ,مذكر,مفرد
1233,مُوَطَّأٌ,مفعول,وَطَّأَ,مذكر,مفرد
1234,مُوَطَّأَةٌ,مفعول,وَطَّأَ,مؤنث,مفرد
1235,مُوَطَّدٌ,مفعول,وَطَّدَ,مذكر,مفرد
1236,مُوَظَّفٌ,مفعول,وَظَّفَ,مذكر,مفرد
1237,مَوْعُودٌ,مفعول,وَعَدَ,مذكر,مفرد
1238,مَوَاعِيدُ,مفعول,وَعَدَ,,جمع
1239,مَوْعُوكٌ,مفعول,وَعَكَ,مذكر,مفرد
1240,مَوْفُورٌ,مفعول,وَفَرَ,مذكر,مفرد
1241,مُوَفَّقٌ,مفعول,وَفَّقَ,مذكر,مفرد
1242,مُوَقَّتٌ,مفعول,وَقَّتَ,مذكر,مفرد
1243,مَوْقُوتٌ,مفعول,وَقَتَ,مذكر,مفرد
1244,مُوَقَّرٌ,مفعول,وَقَّرَ,مذكر,مفرد
1245,مُوَقَّعٌ,مفعول,وَقَّعَ,مذكر,مفرد
1246,مَوْقُوفٌ,مفعول,وَقَفَ,مذكر,مفرد
1247,مُوَكَّلٌ,مفعول,وَكَّلَ,مذكر,مفرد
1248,مُوَلَّدٌ,مفعول,وَلَّدَ,مذكر,مفرد
1249,مَوْلُودٌ,مفعول,وَلَدَ,مذكر,مفرد
1250,مَوَالِيدُ,مفعول,وَلَدَ,,جمع
1251,مُوَلَّعٌ,مفعول,وَلَّعَ,مذكر,مفرد
1252,مُوَلَّهٌ,مفعول,وَلَّهَ,مذكر,مفرد
1253,مَوْهُوبٌ,مفعول,وَهَبَ,مذكر,مفرد
1254,مَوْهُومٌ,مفعول,وَهَمَ,مذكر,مفرد
1255,مَوْهُونٌ,مفعول,وَهَنَ,مذكر,مفرد
1256,مَيْسُورٌ,مفعول,يَسَرَ,مذكر,مفرد
1257,مَيَاسِرُ,مفعول,يَسَرَ,,جمع
1258,مُيَسَّرٌ,مفعول,يَسَّرَ,مذكر,مفرد
1259,مُيَمَّمٌ,مفعول,يَمَّمَ,مذكر,مفرد
1260,مُيَمَّنٌ,مفعول,يَمَّنَ,مذكر,مفرد
1261,مَيْؤُوسٌ,مفعول,يَئِسَ,مذكر,مفرد
1262,مُسَوَّمٌ,مفعول,سَوَّمَ,مذكر,مفرد
1263,مُسْتَضْعَفٌ,مفعول,اِسْتَضْعَفَ,مذكر,مفرد
