#رقم,مشكول,صنف,أصل,جنس,عدد
1236,إِمْراقٌ,مصدر,أَمْرَقَ,مذكر,مفرد
1237,إِمْساكٌ,مصدر,أَمْسَكَ,مذكر,مفرد
1238,مُمْسىً,مصدر,أَمْسَى,مذكر,مفرد
1239,ممسوات,مصدر,أَمْسَى,مؤنث,جمع
1240,إِمْصاصٌ,مصدر,أَمَصَّ,مذكر,مفرد
1241,إِمْلاحٌ,مصدر,أَمْلَحَ,مذكر,مفرد
1242,إِمْضاغٌ,مصدر,أَمْضَغَ,مذكر,مفرد
1243,إِمْضاءٌ,مصدر,أَمْضى,مذكر,مفرد
1244,إِمْطارٌ,مصدر,أَمْطَرَ,مذكر,مفرد
1245,إِمْطاءٌ,مصدر,أَمْطَى,مذكر,مفرد
1246,إِمْعانٌ,مصدر,أَمْعَنَ,مذكر,مفرد
1247,إِمْكانٌ,مصدر,أَمْكَنَ,مذكر,مفرد
1248,أَمَلٌ,مصدر,أَمَلَ,مذكر,مفرد
1249,آمال,مصدر,أَمَلَ,مؤنث,جمع
1250,إِمْلالٌ,مصدر,أَمَلَّ,مذكر,مفرد
1251,أَمْنٌ,مصدر,أَمِنَ,,مفرد
1252,إِمْلاقٌ,مصدر,أَمْلَقَ,مذكر,مفرد
1253,إِمْلاكٌ,مصدر,أَمْلَكَ,مذكر,مفرد
1254,إِمْلاءٌ,مصدر,أَمْلى,مذكر,مفرد
1255,أمالي,مصدر,أَمْلى,مؤنث,جمع
1256,تَأْمِيمٌ,مصدر,أَمَّمَ,مذكر,مفرد
1257,إيمَانٌ,مصدر,آمَنَ,مذكر,مفرد
1258,تَأْمِينٌ,مصدر,أَمَّنَ,مذكر,مفرد
1259,أمَانَةٌ,مصدر,أمُنَ,مؤنث,مفرد
1260,أمَانٌ,مصدر,أمِنَ,مذكر,مفرد
1261,إِنْباءٌ,مصدر,أَنْبَأَ,مذكر,مفرد
1262,إِمْهالٌ,مصدر,أَمْهَلَ,مذكر,مفرد
1263,أَيْنٌ,مصدر,آن,مذكر,مفرد
1264,أوْنٌ,مصدر,آنَ,مذكر,مفرد
1265,أَنَّةٌ,مصدر,أَنَّ,مؤنث,مفرد
1266,أنِينٌ,مصدر,أنَّ,مذكر,مفرد
1267,إِنابَةٌ,مصدر,أَنابَ,مؤنث,مفرد
1268,إِنارَةٌ,مصدر,أَنارَ,مؤنث,مفرد
1269,إِناطَةٌ,مصدر,أَناطَ,مؤنث,مفرد
1270,تَأْنِيبٌ,مصدر,أَنَّبَ,مذكر,مفرد
1271,اِنْبِهارٌ,مصدر,اِنْبَهَرَ,مذكر,مفرد
1272,إِنْباتٌ,مصدر,أَنْبَتَ,مذكر,مفرد
1273,اِنْبِثاثٌ,مصدر,اِنْبَثَّ,مذكر,مفرد
1274,اِنْبِثاقٌ,مصدر,اِنْبَثَقَ,مذكر,مفرد
1275,اِنْبِجاسٌ,مصدر,اِنْبَجَسَ,مذكر,مفرد
1276,اِنْبِرامٌ,مصدر,اِنْبَرَمَ,مذكر,مفرد
1277,اِنْبِساطٌ,مصدر,اِنْبَسَطَ,مذكر,مفرد
1278,اِنْبِطاحٌ,مصدر,اِنْبَطَحَ,مذكر,مفرد
1279,اِنْبِعاثٌ,مصدر,اِنْبَعَثَ,مذكر,مفرد
1280,اِنْبِلاجٌ,مصدر,اِنْبَلَجَ,مذكر,مفرد
1281,اِنْتِسابٌ,مصدر,اِنْتَسَبَ,مذكر,مفرد
1282,اِنْتِباهٌ,مصدر,اِنْتَبَهَ,مذكر,مفرد
1283,إِنْتاجٌ,مصدر,أَنْتَجَ,مذكر,مفرد
1284,اِنْتِجاعٌ,مصدر,اِنْتَجَعَ,مذكر,مفرد
1285,اِنْتِحابٌ,مصدر,اِنْتَحَبَ,مذكر,مفرد
1286,اِنْتِحارٌ,مصدر,اِنْتَحَرَ,مذكر,مفرد
1287,اِنْتِحالٌ,مصدر,اِنْتَحَلَ,مذكر,مفرد
1288,اِنْتِخابٌ,مصدر,اِنْتَخَبَ,مذكر,مفرد
1289,اِنْتِدابٌ,مصدر,اِنْتَدَبَ,مذكر,مفرد
1290,اِنْتِزاعٌ,مصدر,اِنْتَزَعَ,مذكر,مفرد
1291,اِنْتِساخٌ,مصدر,اِنْتَسَخَ,مذكر,مفرد
1292,اِنْتِسَالٌ,مصدر,اِنْتَسَلَ,مذكر,مفرد
1293,اِنْتِشارٌ,مصدر,اِنْتَشَرَ,مذكر,مفرد
1294,اِنْتِشاقٌ,مصدر,اِنْتَشَقَ,مذكر,مفرد
1295,اِنْتِشالٌ,مصدر,اِنْتَشَلَ,مذكر,مفرد
1296,اِنْتِشاءٌ,مصدر,اِنْتَشَى,مذكر,مفرد
1297,اِنْتِصابٌ,مصدر,اِنْتَصَبَ,مذكر,مفرد
1298,اِنْتِصارٌ,مصدر,اِنْتَصَرَ,مذكر,مفرد
1299,اِنْتِصَافٌ,مصدر,اِنْتَصَفَ,مذكر,مفرد
1300,اِنْتِظارٌ,مصدر,اِنْتَظَرَ,مذكر,مفرد
1301,اِنْتِظامٌ,مصدر,اِنْتَظَمَ,مذكر,مفرد
1302,اِنْتِعاشٌ,مصدر,اِنْتَعَشَ,مذكر,مفرد
1303,اِنْتِعالٌ,مصدر,اِنْتَعَلَ,مذكر,مفرد
1304,اِنْتِفاخٌ,مصدر,اِنْتَفَخَ,مذكر,مفرد
1305,اِنْتِفاشٌ,مصدر,اِنْتَفَشَ,مذكر,مفرد
1306,اِنْتِفاضٌ,مصدر,اِنْتَفَضَ,مذكر,مفرد
1307,اِنْتِفاضَةٌ,مصدر,اِنْتَفَضَ,مؤنث,مفرد
1308,اِنْتِقاضٌ,مصدر,اِنْتَفَضَ,مذكر,مفرد
1309,اِنْتِفاعٌ,مصدر,اِنْتَفَعَ,مذكر,مفرد
1310,اِنْتِقادٌ,مصدر,اِنْتَقَدَ,مذكر,مفرد
1311,اِنْتِهازُ,مصدر,اِنْتَهَزَ,مذكر,مفرد
1312,اِنْتِقاصٌ,مصدر,اِنْتَقَصَ,مذكر,مفرد
1313,اِنْتِقالٌ,مصدر,اِنْتَقَلَ,مذكر,مفرد
1314,اِنْتِقامٌ,مصدر,اِنْتَقَمَ,مذكر,مفرد
1315,اِنْتِقاءٌ,مصدر,اِنْتَقى,مذكر,مفرد
1316,اِنْتِكاسٌ,مصدر,اِنْتَكَسَ,مذكر,مفرد
1317,اِنْتِكاسَةٌ,مصدر,اِنْتَكَسَ,مؤنث,مفرد
1318,اِنْتِكاصٌ,مصدر,اِنْتَكَصَ,مذكر,مفرد
1319,اِنْتِماءٌ,مصدر,اِنْتَمَى,مذكر,مفرد
1320,اِنْتِهاجٌ,مصدر,اِنْتَهَجَ,مذكر,مفرد
1321,اِنْجِذامٌ,مصدر,اِنْجَذَمَ,مذكر,مفرد
1322,اِنْتِهاسٌ,مصدر,اِنْتَهَسَ,مذكر,مفرد
1323,اِنْتِهاكٌ,مصدر,اِنْتَهَكَ,مذكر,مفرد
1324,اِنْتِهاءٌ,مصدر,اِنْتَهَى,مذكر,مفرد
1325,اِنْثِناءٌ,مصدر,اِنْثَنَى,مذكر,مفرد
1326,إِنْجابٌ,مصدر,أَنْجَبَ,مذكر,مفرد
1327,اِنْجِبارٌ,مصدر,اِنْجَبَرَ,مذكر,مفرد
1328,إِنْجاحٌ,مصدر,أَنْجَحَ,مذكر,مفرد
1329,إِنْجادٌ,مصدر,أَنْجَدَ,مذكر,مفرد
1330,اِنْجِذابٌ,مصدر,اِنْجَذَبَ,مذكر,مفرد
1331,اِنْحِسارٌ,مصدر,اِنْحَسَرَ,مذكر,مفرد
1332,اِنْجِرارٌ,مصدر,اِنْجَرَّ,مذكر,مفرد
1333,اِنْجِرافٌ,مصدر,اِنْجَرَفَ,مذكر,مفرد
1334,إِنْجازٌ,مصدر,أَنْجَزَ,مذكر,مفرد
1335,اِنْجِلاءٌ,مصدر,اِنْجَلَى,مذكر,مفرد
1336,اِنْحِيازٌ,مصدر,اِنْحازَ,مذكر,مفرد
1337,اِنْحِباسٌ,مصدر,اِنْحَبَسَ,مذكر,مفرد
1338,اِنْحِتاتٌ,مصدر,اِنْحَتَّ,مذكر,مفرد
1339,اِنْحِدارٌ,مصدر,اِنْحَدَرَ,مذكر,مفرد
1340,اِنْحِرافٌ,مصدر,اِنْحَرَفَ,مذكر,مفرد
1341,اِنْخِرَاقٌ,مصدر,اِنْخَرَقَ,مذكر,مفرد
1342,اِنْحِسامٌ,مصدر,اِنْحَسَمَ,مذكر,مفرد
1343,اِنْحِصارٌ,مصدر,اِنْحَصَرَ,مذكر,مفرد
1344,اِنْحِطاطٌ,مصدر,اِنْحَطَّ,مذكر,مفرد
1345,اِنْحِطامٌ,مصدر,اِنْحَطَمَ,مذكر,مفرد
1346,اِنْحِلالٌ,مصدر,اِنْحَلَّ,مذكر,مفرد
1347,اِنْحِلابٌ,مصدر,اِنْحَلَبَ,مذكر,مفرد
1348,اِنْحِناءٌ,مصدر,اِنْحَنَى,مذكر,مفرد
1349,اِنْخِدَاعٌ,مصدر,اِنْخَدَعَ,مذكر,مفرد
1350,اِنْخِراطٌ,مصدر,اِنْخَرَطَ,مذكر,مفرد
1351,اِنْدِراجٌ,مصدر,اِنْدَرَجَ,مذكر,مفرد
1352,اِنْخِرامٌ,مصدر,اِنْخَرَمَ,مذكر,مفرد
1353,اِنْخِسافٌ,مصدر,اِنْخَسَفَ,مذكر,مفرد
1354,اِنْخِفاضٌ,مصدر,اِنْخَفَضَ,مذكر,مفرد
1355,اِنْخِلاعٌ,مصدر,اِنْخَلَعَ,مذكر,مفرد
1356,اِنْخِناقٌ,مصدر,اِنْخَنَقَ,مذكر,مفرد
1357,إِنْدابٌ,مصدر,أَنْدَبَ,مذكر,مفرد
1358,اِنْدِباغٌ,مصدر,اِنْدَبَغَ,مذكر,مفرد
1359,اِنْدِثارٌ,مصدر,اِنْدَثَرَ,مذكر,مفرد
1360,اِنْدِحارٌ,مصدر,اِنْدَحَرَ,مذكر,مفرد
1361,اِنْدِمالٌ,مصدر,اِنْدَمَلَ,مذكر,مفرد
1362,اِنْدِراسٌ,مصدر,اِنْدَرَسَ,مذكر,مفرد
1363,اِنْدِساسٌ,مصدر,اِنْدَسَّ,مذكر,مفرد
1364,اِنْدِفاعٌ,مصدر,اِنْدَفَعَ,مذكر,مفرد
1365,اِنْدِفاقٌ,مصدر,اِنْدَفَقَ,مذكر,مفرد
1366,اِنْدِفانٌ,مصدر,اِنْدَفَنَ,مذكر,مفرد
1367,اِنْدِقاقٌ,مصدر,اِنْدَقَّ,مذكر,مفرد
1368,اِنْدِلاعٌ,مصدر,اِنْدَلَعَ,مذكر,مفرد
1369,اِنْدِلاقٌ,مصدر,اِنْدَلَقَ,مذكر,مفرد
1370,اِنْدِماجٌ,مصدر,اِنْدَمَجَ,مذكر,مفرد
1371,إِينَاسٌ,مصدر,آنَسَ,مذكر,مفرد
1372,إِنْذارٌ,مصدر,أَنْذَرَ,مذكر,مفرد
1373,اِنْزِياحٌ,مصدر,اِنْزاحَ,مذكر,مفرد
1374,اِنْزِجارٌ,مصدر,اِنْزَجَرَ,مذكر,مفرد
1375,اِنْزِعاجٌ,مصدر,اِنْزَعَجَ,مذكر,مفرد
1376,اِنْزِعَاقٌ,مصدر,اِنْزَعَقَ,مذكر,مفرد
1377,إِنْزافٌ,مصدر,أَنْزَفَ,مذكر,مفرد
1378,إِنْزالٌ,مصدر,أَنْزَلَ,مذكر,مفرد
1379,اِنْزِلاقٌ,مصدر,اِنْزَلَقَ,مذكر,مفرد
1380,اِنْزِواءٌ,مصدر,اِنْزَوَى,مذكر,مفرد
1381,اِنْسِدالٌ,مصدر,اِنْسَدَلَ,مذكر,مفرد
1382,اِنْسِيابٌ,مصدر,اِنْسابَ,مذكر,مفرد
1383,اِنْسِياقٌ,مصدر,اِنْساقَ,مذكر,مفرد
1384,أُنْسٌ,مصدر,أَنَسَ,أَنُسَ,مفرد
1385,اِنْسِباكٌ,مصدر,اِنْسَبَكَ,مذكر,مفرد
1386,اِنْسِتارٌ,مصدر,اِنْسَتَرَ,مذكر,مفرد
1387,اِنْسِجامٌ,مصدر,اِنْسَجَمَ,مذكر,مفرد
1388,اِنْسِحابٌ,مصدر,اِنْسَحَبَ,مذكر,مفرد
1389,اِنْسِحاقٌ,مصدر,اِنْسَحَقَ,مذكر,مفرد
1390,اِنْسِدَادٌ,مصدر,اِنْسَدَّ,مذكر,مفرد
1391,اِنْسِراقٌ,مصدر,اِنْسَرَقَ,مذكر,مفرد
1392,اِنْسِطاحٌ,مصدر,اِنْسَطَحَ,مذكر,مفرد
1393,إِنْسافٌ,مصدر,أَنْسَفَ,مذكر,مفرد
1394,اِنْسِفاكٌ,مصدر,اِنْسَفَكَ,مذكر,مفرد
1395,اِنْسِكابٌ,مصدر,اِنْسَكَبَ,مذكر,مفرد
1396,اِنْسِلالٌ,مصدر,اِنْسَلَّ,مذكر,مفرد
1397,اِنْسِلاخٌ,مصدر,اِنْسَلَخَ,مذكر,مفرد
1398,إِنْشاءٌ,مصدر,أَنْشَأَ,مذكر,مفرد
1399,إِنْشادٌ,مصدر,أَنْشَدَ,مذكر,مفرد
1400,اِنْشِراحٌ,مصدر,اِنْشَرَحَ,مذكر,مفرد
1401,إِنْشاطٌ,مصدر,أَنْشَطَ,مذكر,مفرد
1402,اِنْشِعابٌ,مصدر,اِنْشَعَبَ,مذكر,مفرد
1403,اِنْشِغافٌ,مصدر,اِنْشَغَفَ,مذكر,مفرد
1404,اِنْشِغالٌ,مصدر,اِنْشَغَلَ,مذكر,مفرد
1405,اِنْشِقاقٌ,مصدر,اِنْشَقَّ,مذكر,مفرد
1406,إِنْشالٌ,مصدر,أَنْشَلَ,مذكر,مفرد
1407,اِنْشِلالٌ,مصدر,اِنْشَلَّ,مذكر,مفرد
1408,اِنْشِواءٌ,مصدر,اِنْشَوى,مذكر,مفرد
1409,اِنْصِياعٌ,مصدر,اِنْصاعَ,مذكر,مفرد
1410,اِنْصِبابٌ,مصدر,اِنْصَبَّ,مذكر,مفرد
1411,اِنْضِمامٌ,مصدر,اِنْضَمَّ,مذكر,مفرد
1412,اِنْصاتٌ,مصدر,أَنْصَتَ,مذكر,مفرد
1413,اِنْصِداعٌ,مصدر,اِنْصَدَعَ,مذكر,مفرد
1414,اِنْصِرافٌ,مصدر,اِنْصَرَفَ,مذكر,مفرد
1415,اِنْصِرامٌ,مصدر,اِنْصَرَمَ,مذكر,مفرد
1416,إِنْصافٌ,مصدر,أَنْصَفَ,مذكر,مفرد
1417,اِنْصِهارٌ,مصدر,اِنْصَهَرَ,مذكر,مفرد
1418,اِنْضِباطٌ,مصدر,اِنْضَبَطَ,مذكر,مفرد
1419,إِنْضاجٌ,مصدر,أَنْضَجَ,مذكر,مفرد
1420,اِنْضِفارٌ,مصدر,اِنْضَفَرَ,مذكر,مفرد
1421,إِنْظامٌ,مصدر,أَنْظَمَ,مذكر,مفرد
1422,اِنْضِواءٌ,مصدر,اِنْضَوَى,مذكر,مفرد
1423,اِنْطِباعٌ,مصدر,اِنْطَبَعَ,مذكر,مفرد
1424,اِنْطِباقٌ,مصدر,اِنْطَبَقَ,مذكر,مفرد
1425,اِنْتِطاحٌ,مصدر,أَنْطَحَ,مذكر,مفرد
1426,اِنْطِفاءٌ,مصدر,اِنْطَفَأَ,مذكر,مفرد
1427,اِنْطِلاقٌ,مصدر,اِنْطَلَقَ,مذكر,مفرد
1428,اِنْطِلاءٌ,مصدر,اِنْطَلَى,مذكر,مفرد
1429,اِنْطِماسٌ,مصدر,اِنْطَمَسَ,مذكر,مفرد
1430,اِنْطِواءٌ,مصدر,اِنْطَوى,مذكر,مفرد
1431,اِنْعِكاسٌ,مصدر,اِنْعَكَسَ,مذكر,مفرد
1432,أَناظيمُ,مصدر, أَنْظَمَ,مؤنث,جمع
1433,اِنْعِتاقٌ,مصدر,اِنْعَتَقَ,مذكر,مفرد
1434,إِنْعاثٌ,مصدر,أَنْعَثَ,مذكر,مفرد
1435,اِنْعِدَامٌ,مصدر,اِنعَدَمَ,مذكر,مفرد
1436,اِنْعِراجٌ,مصدر,اِنْعَرَجَ,مذكر,مفرد
1437,اِنْعِزالٌ,مصدر,اِنْعَزَلَ,مذكر,مفرد
1438,إِنْعاشٌ,مصدر,أَنْعَشَ,مذكر,مفرد
1439,اِنْعِطافٌ,مصدر,اِنْعَطَفَ,مذكر,مفرد
1440,اِنْعِقَادٌ,مصدر,اِنْعَقَدَ,مذكر,مفرد
1441,اِنْفِساحٌ,مصدر,اِنْفَسَحَ,مذكر,مفرد
1442,إِنْعامٌ,مصدر,أَنْعَمَ,مذكر,مفرد
1443,اِنغِرَاسٌ,مصدر,اِنْغَرَسَ,مذكر,مفرد
1444,اِنْغِلاقٌ,مصدر,اِنْغَلَقَ,مذكر,مفرد
1445,اِنْغِمارٌ,مصدر,اِنْغَمَرَ,مذكر,مفرد
1446,اِنْفِتاحٌ,مصدر,اِنْفَتَحَ,مذكر,مفرد
1447,اِنْفِجارٌ,مصدر,اِنْفَجَرَ,مذكر,مفرد
1448,اِنْفِراجٌ,مصدر,اِنْفَرَجَ,مذكر,مفرد
1449,اِنْفِرادٌ,مصدر,اِنْفَرَدَ,مذكر,مفرد
1450,اِنْفِراطٌ,مصدر,اِنْفَرَطَ,مذكر,مفرد
1451,اِنْفِكاكٌ,مصدر,اِنْفَكَّ,مذكر,مفرد
1452,اِنْفِساخٌ,مصدر,اِنْفَسَخَ,مذكر,مفرد
1453,اِنْفِصادٌ,مصدر,اِنْفَصَدَ,مذكر,مفرد
1454,اِنْفِصالٌ,مصدر,اِنْفَصَلَ,مذكر,مفرد
1455,اِنْفِصامٌ,مصدر,اِنْفَصَمَ,مذكر,مفرد
1456,إِنْفاضٌ,مصدر,أَنْفَضَ,مذكر,مفرد
1457,اِنْفِطارٌ,مصدر,اِنْفَطَرَ,مذكر,مفرد
1458,اِنْفِطامٌ,مصدر,اِنْفَطَمَ,مذكر,مفرد
1459,اِنْفِعالٌ,مصدر,اِنْفَعَلَ,مذكر,مفرد
1460,إِنْفاقٌ,مصدر,أَنْفَقَ,مذكر,مفرد
1461,اِنْقِشَاعٌ,مصدر,انْقَشَعَ,مذكر,مفرد
1462,اِنْفِلاتٌ,مصدر,اِنْفَلَتَ,مذكر,مفرد
1463,اِنْفِلاقٌ,مصدر,اِنْفَلَقَ,مذكر,مفرد
1464,أَناقَةٌ,مصدر,أَنِقَ,مؤنث,مفرد
1465,اِنْقِيادٌ,مصدر,اِنْقادَ,مذكر,مفرد
1466,اِنْقِبَاضٌ,مصدر,اِنْقَبضَ,مذكر,مفرد
1467,إِنْقَاذٌ,مصدر,أنْقَذَ,مذكر,مفرد
1468,اِنْقِرَاضٌ,مصدر,اِنْقَرَضَ,مذكر,مفرد
1469,اِنْقِسَامٌ,مصدر,اِنْقَسَمَ,مذكر,مفرد
1470,اِنْقِشَارٌ,مصدر,اِنْقَشَر,مذكر,مفرد
1471,اِنْكِسارٌ,مصدر,اِنْكَسَرَ,مذكر,مفرد
1472,إِنْقَاصٌ,مصدر,أنْقَصَ,مذكر,مفرد
1473,اِنْقِصَافٌ,مصدر,اِنْقَصَفَ,مذكر,مفرد
1474,اِنْقِصَامٌ,مصدر,اِنْقَصَمَ,مذكر,مفرد
1475,اِنْقِضاضٌ,مصدر,اِنْقَضَّ,مذكر,مفرد
1476,اِنْقِضاءٌ,مصدر,اِنْقَضَى,مذكر,مفرد
1477,اِنْقِطاعٌ,مصدر,اِنْقَطَعَ,مذكر,مفرد
1478,اِنْقِلابٌ,مصدر,اِنْقَلَبَ,مذكر,مفرد
1479,اِنْكِبابٌ,مصدر,اِنْكَبَّ,مذكر,مفرد
1480,إِنْكارٌ,مصدر,أَنْكَرَ,مذكر,مفرد
1481,اِنْهِدامٌ,مصدر,اِنْهَدَمَ,مذكر,مفرد
1482,اِنْكِسافٌ,مصدر,اِنْكَسَفَ,مذكر,مفرد
1483,اِنْكِشَافٌ,مصدر,اِنْكَشَفَ,مذكر,مفرد
1484,اِنْكِمَاشٌ,مصدر,اِنْكَمَشَ,مذكر,مفرد
1485,اِنْمِحَاءٌ,مصدر,انْمَحَى,مذكر,مفرد
1486,إِنْمَاءٌ,مصدر,أنْمَى,مذكر,مفرد
1487,اِنْهِيَارٌ,مصدر,اِنْهَارَ,مذكر,مفرد
1488,اِنْهِيالٌ,مصدر,اِنْهَالَ,مذكر,مفرد
1489,اِنْهِبَاطٌ,مصدر,اِنْهَبَطَ,مذكر,مفرد
1490,اِنْهِدَادٌ,مصدر,اِنْهَدَّ,مذكر,مفرد
1491,اِنْهِزَامٌ,مصدر,اِنْهَزَمَ,مذكر,مفرد
1492,إنْهَاضٌ,مصدر,أنْهَضَ,مذكر,مفرد
1493,اِنْهِضَامٌ,مصدر,اِنْهَضَمَ,مذكر,مفرد
1494,اِنْهَاكٌ,مصدر,أنْهَكَ,مذكر,مفرد
1495,اِنْهِلالٌ,مصدر,اِنْهَلَّ,مذكر,مفرد
1496,اِنْهِمارٌ,مصدر,اِنْهَمَرَ,مذكر,مفرد
1497,اِنْهِمَاكٌ,مصدر,اِنْهَمَكَ,مذكر,مفرد
1498,إنْهَاءٌ,مصدر,أنْهَى,مذكر,مفرد
1499,أناءٌ,مصدر,أَنَى,مذكر,مفرد
1500,أَناةٌ,مصدر,أَنَى,مؤنث,مفرد
1501,إهَانَةٌ,مصدر,أهَانَ,مؤنث,مفرد
1502,إهْبَاطٌ,مصدر,أَهْبَطَ,مذكر,مفرد
1503,اِهْتِيَاجٌ,مصدر,اِهْتَاجَ,مذكر,مفرد
1504,اِهْتِدَاءٌ,مصدر,اِهْتَدَى,مذكر,مفرد
1505,اِهْتِزَازٌ,مصدر,اِهْتَزَّ,مذكر,مفرد
1506,اِهْتِمَامٌ,مصدر,اِهْتَمَّ,مذكر,مفرد
1507,إهْدَارٌ,مصدر,أهْدَرَ,مذكر,مفرد
1508,إهْدَاءٌ,مصدر,أهْدَى,مذكر,مفرد
1509,إهْرَاقٌ,مصدر,أَهْرَقَ,مذكر,مفرد
1510,إهْلاَلٌ,مصدر,أهَلَّ,مذكر,مفرد
1511,إِيصافٌ,مصدر,أوْصَفَ,مذكر,مفرد
1512,إِهْلاَكٌ,مصدر,أَهْلَكَ,مذكر,مفرد
1513,إهْمَالٌ,مصدر,أَهْمَلَ,مذكر,مفرد
1514,إِيجَابٌ,مصدر,أَوْجَبَ,مذكر,مفرد
1515,إيجَازٌ,مصدر,أَوْجَزَ,مذكر,مفرد
1516,إِيحَاءٌ,مصدر,أوْحَى,مذكر,مفرد
1517,أوَدٌ,مصدر,أوِدَ,مذكر,مفرد
1518,إِيدَاعٌ,مصدر,أَوْدَعَ,مذكر,مفرد
1519,إيرَادٌ,مصدر,أوْرَدَ,مذكر,مفرد
1520,,,,,مفرد
1521,اِئْتِمَانٌ,مصدر,اِئْتَمَنَ,مذكر,مفرد
1522,إيصَالٌ,مصدر,أوْصَلَ,مذكر,مفرد
1523,إِيطَاءٌ,مصدر,أَوْطَأَ,مذكر,مفرد
1524,إيقَاعٌ,مصدر,أَوْقَعَ,مذكر,مفرد
1525,إِيهَامٌ,مصدر,أوْهَمَ,مذكر,مفرد
1526,إِيواءٌ,مصدر,آوَى,مذكر,مفرد
1527,اِئْتِكَالٌ,مصدر,اِئْتَكَلَ,مذكر,مفرد
1528,اِئْتِلاَفٌ,مصدر,اِئْتَلَفَ,مذكر,مفرد
1529,اِئْتِلاَقٌ,مصدر,اِئْتَلَقَ,مذكر,مفرد
1530,اِئْتِمَارٌ,مصدر,اِئْتمَرَ,مذكر,مفرد
1531,مُبَارَاةٌ,مصدر,بَارَى,مؤنث,مفرد
1532,تَأْيِيدٌ,مصدر,أَيَّدَ,مذكر,مفرد
1533,مَبِيتٌ,مصدر,بَاتَ,مذكر,مفرد
1534,مُبَاحَثَةٌ,مصدر,بَاحَثَ,مؤنث,مفرد
1535,مُبَادَرَةٌ,مصدر,بَادَرَ,مؤنث,مفرد
1536,مُبَادَلَةٌ,مصدر,بَادَلَ,مؤنث,مفرد
1537,بَوَارٌ,مصدر,بَارَ,مذكر,مفرد
1538,مُبَارَزَةٌ,مصدر,بَارَزَ,مؤنث,مفرد
1539,بِرازٌ,مصدر,بارَزَ,مذكر,مفرد
1540,مُبَارَكَةٌ,مصدر,بَارَكَ,مؤنث,مفرد
1541,مُبَايَعَةٌ,مصدر,بَايَعَ,مؤنث,مفرد
1542,مُبَاشَرَةٌ,مصدر,بَاشَرَ,مؤنث,مفرد
1543,مُبَاغَتَةٌ,مصدر,بَاغَتَ,مؤنث,مفرد
1544,بَوْلٌ,مصدر,بَالَ,مذكر,مفرد
1545,أَبْوَالٌ,مصدر,بَالَ,مؤنث,جمع
1546,مُبَالَغَةٌ,مصدر,بَالَغَ,مؤنث,مفرد
1547,مُبَالاَةٌ,مصدر,بَالَى,مؤنث,مفرد
1548,بَيَانٌ,مصدر,بان,مذكر,مفرد
1549,بَيْنٌ,مصدر,بانَ,مذكر,مفرد
1550,مُبَاهَاةٌ,مصدر,بَاهَى,مؤنث,مفرد
1551,بَداءةٌ,مصدر,بَدَأ,مؤنث,مفرد
1552,بَتْرٌ,مصدر,بَتَرَ,مذكر,مفرد
1553,بَثٌّ,مصدر,بَثَّ,مذكر,مفرد
1554,بَثْرٌ,مصدر,بَثَرَ,مذكر,مفرد
1555,بَحْتٌ,مصدر,بَحَتَ,مذكر,مفرد
1556,بَحْثٌ,مصدر,بَحَثَ,مذكر,مفرد
1557,أَبْحاثٌ,مصدر,بَحَثَ,مؤنث,جمع
1558,بُحوثٌ,مصدر,بَحَثَ,مؤنث,جمع
1559,بَخْسٌ,مصدر,بَخَسَ,مذكر,مفرد
1560,بُخْلٌ,مصدر,بَخِلَ,مذكر,مفرد
1561,بَذاءةٌ,مصدر,بَذَأَ,,مفرد
1562,بَدَاوَةٌ,مصدر,بَدَا,مؤنث,مفرد
1563,تبدبدٌ,مصدر,بدد,مذكر,مفرد
1564,بَدْرٌ,مصدر,بَدَرَ,مذكر,مفرد
1565,بُدورٌ,مصدر,بَدَرَ,مؤنث,جمع
1566,تَبْدِيلٌ,مصدر,بَدَّلَ,مذكر,مفرد
1567,بَدَلٌ,مصدر,بَدِلَ,مذكر,مفرد
1568,أَبْدَالٌ,مصدر,بَدِلَ,مؤنث,جمع
1569,بَدَانَةٌ,مصدر,بَدُنَ,مؤنث,مفرد
1570,بَدَاهَةٌ,مصدر,بَدَهَ,مؤنث,مفرد
1571,بَرَصٌ,مصدر,بَرَصَ,مذكر,مفرد
1572,تَبْذِيرٌ,مصدر,بَذَّرَ,مذكر,مفرد
1573,بَذْلٌ,مصدر,بَذَلَ,مذكر,مفرد
1574,بَرٌّ,مصدر,بَرَّ,مذكر,مفرد
1575,أَبْرارٌ,مصدر,بَرَّ,مؤنث,جمع
1576,بِرٌّ,مصدر,بَرَّ,مذكر,مفرد
1577,تَبْرِيدٌ,مصدر,بَرَّدَ,مذكر,مفرد
1578,بَرْدٌ,مصدر,بَرَدَ,مذكر,مفرد
1579,تَبْرِيرٌ,مصدر,بَرَّرَ,مذكر,مفرد
1580,بروزٌ,مصدر,برز,مذكر,مفرد
1581,بَسالَةٌ,مصدر,بَسُلَ,مؤنث,مفرد
1582,بَراعَةٌ,مصدر,بَرَعَ,مؤنث,مفرد
1583,بَريقٌ,مصدر,بَرَقَ,مذكر,مفرد
1584,بَرْمَجَةٌ,مصدر,بَرْمَجَ,مؤنث,مفرد
1585,بَراءةٌ,مصدر,بَرِيءٌ,مؤنث,مفرد
1586,براءٌ,مصدر,بَرِيءٌ,مؤنث,جمع
