#رقم,مشكول,صنف,أصل,جنس,عدد
2,تَبَوُّؤٌ, مصدر,تَبَوَّأَ,مذكر,مفرد
3,تَبَلْبُلٌ, مصدر,تبلبل,مذكر,مفرد
4,تَأْسِيسٌ, مصدر,أسس,مذكر,مفرد
5,تَمَحُّصٌ,مصدر,تَمَحَّصَ,مذكر,مفرد
6,جُرْحٌ,مصدر,جَرَحَ,مذكر,مفرد
7,جِرَاحٌ,مصدر,جَرَحَ,مؤنث,جمع
8,أَجْرَاحٌ,مصدر,جَرَحَ,مؤنث,جمع
9,جِرَاحَاتٌ,مصدر,جَرَحَ,مؤنث,جمع
10,رِيٌّ,اسم المصدر,ارْتَوَى,مذكر,مفرد
11,بَيْعٌ,مصدر,باعَ,مذكر,مفرد
12,بُيوعٌ,مصدر,باعَ,مؤنث,جمع
13,عِلْمٌ, مصدر,عَلِمَ,مذكر,مفرد
14,عُلُومٌ, مصدر,عَلِمَ,مؤنث,جمع
15,دَرَكٌ,اسم المصدر,الإدْرَاكِ,مذكر,مفرد
16,صَحْوَةٌ,اسم المرة,الصَّحْوِ,مؤنث,مفرد
17,غَلْطَةٌ,اسم المرة,الغَلَطِ,مؤنث,مفرد
18,بَتَّةٌ,اسم المرة,بَتٌّ,مؤنث,مفرد
19,خَفْقَةٌ,اسم المرة,خَفَقَ,مؤنث,مفرد
20,دَوْرَةٌ,اسم المرة,دارَ,مؤنث,مفرد
21,رَوْحَةٌ,اسم المرة,راحَ,مؤنث,مفرد
22,رَكْلَةٌ,اسم المرة,رَكَلَ,مؤنث,مفرد
23,رَنَّةٌ,اسم المرة,رَنَّ,مؤنث,مفرد
24,كَيَّةٌ,اسم المرة,كَوَى,مؤنث,مفرد
25,نَجْوَةٌ,اسم المرة,نَجَا,مؤنث,مفرد
26,نِجَاءٌ,اسم المرة,نَجَا,مؤنث,جمع
27,نَدْوَةٌ,اسم المرة,نَدَا,مؤنث,مفرد
28,مَآبٌ,مصدر,آب,مذكر,مفرد
29,مَآوِبُ,مصدر,آب,مؤنث,جمع
30,أوْبٌ,مصدر,آبَ,مذكر,مفرد
31,إيابٌ,مصدر,آبَ,مذكر,مفرد
32,إبَاتَةٌ,مصدر,أبَاتَ,مؤنث,مفرد
33,إبَاحَةٌ,مصدر,أبَاحَ,مؤنث,مفرد
34,إِبَادَةٌ,مصدر,أبَادَ,مؤنث,مفرد
35,إِبَانَةٌ,مصدر,أبَانَ,مؤنث,مفرد
36,أُبُوَّةٌ,مصدر,أبَا,,مفرد
37,اِبْتِئَاسٌ,مصدر,اِبْتَأسَ,مذكر,مفرد
38,اِبْتِيَاعٌ,مصدر,اِبْتَاعَ,مذكر,مفرد
39,اِبْتِداءٌ,مصدر,اِبتدَأ,مذكر,مفرد
40,اِبْتِداعٌ,مصدر,اِبْتَدَعَ,مذكر,مفرد
41,اِبْتِذَالٌ,مصدر,اِبْتِذَلَ,مذكر,مفرد
42,اِبْتِزَازٌ,مصدر,اِبْتَزَّ,مذكر,مفرد
43,اِبْتِسَامٌ,مصدر,اِبْتَسَمَ,مذكر,مفرد
44,اِبْتِعَادٌ,مصدر,اِبْتَعَدَ,مذكر,مفرد
45,اِبْتِغَاءٌ,مصدر,اِبْتَغى,مذكر,مفرد
46,اِبْتِكَارٌ,مصدر,اِبْتَكَرَ,مذكر,مفرد
47,اِبْتِلاَعٌ,مصدر,اِبْتَلَعَ,مذكر,مفرد
48,اِبْتِلاَءٌ,مصدر,اِبْتَلَى,مذكر,مفرد
49,اِبْتِنَاءٌ,مصدر,اِبْتَنَى,مذكر,مفرد
50,اِبْتِهَاجٌ,مصدر,اِبْتَهَجَ,مذكر,مفرد
51,اِبْتِهَالٌ,مصدر,اِبْتَهَلَ,مذكر,مفرد
52,إبْحَارٌ,مصدر,أبْحَرَ,مذكر,مفرد
53,تَأْبِيدٌ,مصدر,أَبَّدَ,مذكر,مفرد
54,أبَدٌ,مصدر,أبِدَ,مذكر,مفرد
55,آبَادٌ,مصدر,أبِدَ,مؤنث,جمع
56,إِبْدَاعٌ,مصدر,أبْدَعَ,مذكر,مفرد
57,إبدالٌ,مصدر,أبدل,مؤنث,جمع
58,إبْداءٌ,مصدر,أبْدَى,مذكر,مفرد
59,إبْرَارٌ,مصدر,أبَرَّ,مذكر,مفرد
60,إِبْرَاحٌ,مصدر,أَبْرَحَ,مذكر,مفرد
61,إِبْرَازٌ,مصدر,أَبْرَزَ,مذكر,مفرد
62,إِبْرَاقٌ,مصدر,أَبْرَقَ,مذكر,مفرد
63,إبْرَامٌ,مصدر,أَبْرَمَ,مذكر,مفرد
64,إبْصَارٌ,مصدر,أبْصَرَ,مذكر,مفرد
65,إبْطَاءٌ,مصدر,أَبْطَأَ,مذكر,مفرد
66,إِبْطَالٌ,مصدر,أَبْطَلَ,مذكر,مفرد
67,إبْعَادٌ,مصدر,أبْعَدَ,مذكر,مفرد
68,إبْغَاضٌ,مصدر,أبْغَضَ,مذكر,مفرد
69,إِبْغَاءٌ,مصدر,أَبْغَى,مذكر,مفرد
70,إِبْقَاءٌ,مصدر,أَبْقَى,مذكر,مفرد
71,إِبْكَارٌ,مصدر,أَبْكَرَ,مذكر,مفرد
72,إِبْكاءٌ,مصدر,أَبْكَى,مذكر,مفرد
73,إِبْلاَجٌ,مصدر,أَبْلَجَ,مذكر,مفرد
74,إِبْلاَغٌ,مصدر,أَبْلَغَ,مذكر,مفرد
75,إِبْلاءٌ,مصدر,أَبْلَى,مذكر,مفرد
76,تَأْبِينٌ,مصدر,أَبَّنَ,مذكر,مفرد
77,إبْهاجٌ,مصدر,أبْهَجَ,مذكر,مفرد
78,إِبْهَارٌ,مصدر,أبْهَرَ,مذكر,مفرد
79,إبْهاظٌ,مصدر,أَبْهَظَ,مذكر,مفرد
80,إِبْهَامٌ,مصدر,أَبْهَمَ,مذكر,مفرد
81,أبَاهِيمُ,مصدر,أَبْهَمَ,مؤنث,جمع
82,إِبْهَاءٌ,مصدر,أبْهَى,مذكر,مفرد
83,إبَاءٌ,مصدر,أبَى,مذكر,مفرد
84,اِبْيِضاضٌ,مصدر,اِبْيَضَّ,مذكر,مفرد
85,إتَاحَةٌ,مصدر,أَتَاحَ,مؤنث,مفرد
86,اِتِّئَادٌ,مصدر,اِتَّأَدَ,مذكر,مفرد
87,إِ‏تْبَاعٌ,مصدر,أَتْبَعَ,مذكر,مفرد
88,اِتِّبَاعٌ,مصدر,اِتَّبَعَ,مذكر,مفرد
89,إِتْجَارٌ,مصدر,أَتْجَرَ,مذكر,مفرد
90,اِتِّجَارٌ,مصدر,اِتَّجَرَ,مذكر,مفرد
91,اِتِّجَاهٌ,مصدر,اِتَّجَهَ,مذكر,مفرد
92,اِتِّحَادٌ,مصدر,اِتَّحَدَ,مذكر,مفرد
93,إتْحَافٌ,مصدر,أتْحَفَ,مذكر,مفرد
94,اِتِّخَاذٌ,مصدر,اِتَّخَذَ,مذكر,مفرد
95,إِتْخَامٌ,مصدر,أَتْخَمَ,مذكر,مفرد
96,إِتْرَاحٌ,مصدر,أَتْرَحَ,مذكر,مفرد
97,إِتْرَاعٌ,مصدر,أتْرعَ,مذكر,مفرد
98,إِتْرَافٌ,مصدر,أتَرَفَ,مذكر,مفرد
99,اِتِّزَانٌ,مصدر,اِتَّزَنَ,مذكر,مفرد
100,اِتِّسَاخٌ,مصدر,اِتَّسَخَ,مذكر,مفرد
101,اِتِّساعٌ,مصدر,اِتَّسَعَ,مذكر,مفرد
102,اِتِّسَاقٌ,مصدر,اِتَّسَقَ,مذكر,مفرد
103,اِتِّسَامٌ,مصدر,اِتَّسَمَ,مذكر,مفرد
104,اِتِّشَاحٌ,مصدر,اِتَّشَحَ,مذكر,مفرد
105,اِتِّصَافٌ,مصدر,اِتَّصَفَ,مذكر,مفرد
106,اِتِّصَالٌ,مصدر,اِتَّصَلَ,مذكر,مفرد
107,اِتِّضَاحٌ,مصدر,اِتَّضَحَ,مذكر,مفرد
108,إِتْعَابٌ,مصدر,أَتْعَبَ,مذكر,مفرد
109,اِتِّعَاظٌ,مصدر,اِتَّعَظَ,مذكر,مفرد
110,اِتِّفَاقٌ,مصدر,اِتَّفَقَ,مذكر,مفرد
111,اِتِّقَادٌ,مصدر,اِتَّقَدَ,مذكر,مفرد
112,إِتْقَانٌ,مصدر,أَتْقَنَ,مذكر,مفرد
113,اِتِّقَاءٌ,مصدر,اِتَّقَى,مذكر,مفرد
114,اِتِّكَاءٌ,مصدر,اِتَّكَأ,مذكر,مفرد
115,اِتِّكَالٌ,مصدر,اِتَّكَلَ,مذكر,مفرد
116,إِتْلاَفٌ,مصدر,أَتْلَفَ,مذكر,مفرد
117,إتْمَامٌ,مصدر,أَتَمَّ,مذكر,مفرد
118,اِتِّهَامٌ,مصدر,اِتَّهَمَ,مذكر,مفرد
119,مُؤَاتَاةٌ,مصدر,آتَى,مؤنث,مفرد
120,إِتْيانٌ,مصدر,أَتَى,مذكر,مفرد
121,إثَابَةٌ,مصدر,أَثَابَ,مؤنث,مفرد
122,إِثَارَةٌ,مصدر,أَثَارَ,مؤنث,مفرد
123,إِثْبَاتٌ,مصدر,أثْبَتَ,مذكر,مفرد
124,إِثْخَانٌ,مصدر,أَثْخَنَ,مذكر,مفرد
125,إِيثَارٌ,مصدر,آثَرَ,مذكر,مفرد
126,تَأْثِيرٌ,مصدر,أَثَّرَ,مذكر,مفرد
127,إِثْرَاءٌ,مصدر,أَثْرَى,مذكر,مفرد
128,تَأْثِيفٌ,مصدر,أَثَّفَ,مذكر,مفرد
129,إِثْقَال,مصدر,أثْقَلَ,مذكر,مفرد
130,إثْلاَثٌ,مصدر,أَثلَثَ,مذكر,مفرد
131,إِثْلاَجٌ,مصدر,أَثْلَجَ,مذكر,مفرد
132,إِثْمٌ,مصدر,أَثِمَ,مذكر,مفرد
133,آثَامٌ,مصدر,أَثِمَ,مؤنث,جمع
134,إِثمَارٌ,مصدر,أَثْمَرَ,مذكر,مفرد
135,أَجِيجٌ,مصدر,أجَّ,مذكر,مفرد
136,إِجَادَةٌ,مصدر,أَجَادَ,مؤنث,مفرد
137,إجَارَةٌ,مصدر,أَجَارَ,مؤنث,مفرد
138,إجَازَةٌ,مصدر,أجَازَ,مؤنث,مفرد
139,إجاعَةٌ,مصدر,أَجاعَ,مؤنث,مفرد
140,إِجَالَةٌ,مصدر,أَجَالَ,مؤنث,مفرد
141,إِجْبَارٌ,مصدر,أَجْبَرَ,مذكر,مفرد
142,اِجْتِيَاحٌ,مصدر,اِجْتَاحَ,مذكر,مفرد
143,اِجْتِيَازٌ,مصدر,اِجْتَازَ,مذكر,مفرد
144,اِجْتِثَاثٌ,مصدر,اِجْتَثَّ,مذكر,مفرد
145,اِجْتِذَابٌ,مصدر,اِجْتَذَبَ,مذكر,مفرد
146,اجْتِرَارٌ,مصدر,اِجْتَرَّ,مذكر,مفرد
147,اِجْتِرَاءٌ,مصدر,اِجْتَرأ,مذكر,مفرد
148,اجْتِراعٌ,مصدر,اِجْترعَ,مذكر,مفرد
149,اجْتِرَافٌ,مصدر,اِجْتَرَفَ,مذكر,مفرد
150,اِجْتِزَازٌ,مصدر,اِجْتَزَّ,مذكر,مفرد
151,اِجْتِلاَبٌ,مصدر,اِجْتَلبَ,مذكر,مفرد
152,اِجْتِمَاعٌ,مصدر,اِجْتَمَعَ,مذكر,مفرد
153,اجْتِنَابٌ,مصدر,اِجْتَنَبَ,مذكر,مفرد
154,اِجْتِناءٌ,مصدر,اِجْتَنَى,مذكر,مفرد
155,اِجْتِهَادٌ,مصدر,اِجْتَهَدَ,مذكر,مفرد
156,تَأْجِيجٌ,مصدر,أَجَّجَ,مذكر,مفرد
157,إِجْحَافٌ,مصدر,أجْحَفَ,مذكر,مفرد
158,إِجْدابٌ,مصدر,أجْدَبَ,مذكر,مفرد
159,إِجْذَامٌ,مصدر,أجْذَمَ,مذكر,مفرد
160,إِيجَارٌ,مصدر,آجَرَ,مذكر,مفرد
161,تَأْجِيرٌ,مصدر,أَجَّرَ,مذكر,مفرد
162,إجْرَاسٌ,مصدر,أجْرَسَ,مذكر,مفرد
163,إِجْرَامٌ,مصدر,أجْرَمَ,مذكر,مفرد
164,إِجْرَاءٌ,مصدر,أَجْرَى,مذكر,مفرد
165,إِجْزَالٌ,مصدر,أجْزَلَ,مذكر,مفرد
166,إِجْزَاءٌ,مصدر,أجْزَى,مذكر,مفرد
167,إجْفَالٌ,مصدر,أجْفَلَ,مذكر,مفرد
168,تَأْجِيلٌ,مصدر,أَجَّلَ,مذكر,مفرد
169,إجْلالٌ,مصدر,أجَلَّ,مذكر,مفرد
170,إِجْلاَبٌ,مصدر,أَجْلَبَ,مذكر,مفرد
171,إِجْلاَءٌ,مصدر,أجْلَى,مذكر,مفرد
172,إِجْمَاعٌ,مصدر,أَجْمَعَ,مذكر,مفرد
173,إِجْمَالٌ,مصدر,أَجْمَلَ,مذكر,مفرد
174,إِجْنَاحٌ,مصدر,أجْنَحَ,مذكر,مفرد
175,إجْهَادٌ,مصدر,أَجْهَدَ,مذكر,مفرد
176,إِجْهَارٌ,مصدر,أجْهَرَ,مذكر,مفرد
177,إِجْهَازٌ,مصدر,أَجْهَزَ,مذكر,مفرد
178,إِجْهَاشٌ,مصدر,أجْهَشَ,مذكر,مفرد
179,إِجْهَاضٌ,مصدر,أجْهَضَ,مذكر,مفرد
180,إِجْهَامٌ,مصدر,أَجْهَمَ,مذكر,مفرد
181,إِحَارَةٌ,مصدر,أحَارَ,مؤنث,مفرد
182,إحَاطَةٌ,مصدر,أحَاطَ,مؤنث,مفرد
183,إحَاقَةٌ,مصدر,أَحاقَ,مؤنث,مفرد
184,إِحالَةٌ,مصدر,أَحَالَ,مؤنث,مفرد
185,إِحْبَاسٌ,مصدر,أحْبَسَ,مذكر,مفرد
186,إِحْبَاطٌ,مصدر,أحْبَطَ,مذكر,مفرد
187,إِحْبَاكٌ,مصدر,أحْبَكَ,مذكر,مفرد
188,اِحْتِيَاجٌ,مصدر,اِحْتَاجَ,مذكر,مفرد
189,اِحْتِيَاطٌ,مصدر,اِحْتَاطَ,مذكر,مفرد
190,اِحْتِيَالٌ,مصدر,اِحْتَالَ,مذكر,مفرد
191,اِحْتِبَاسٌ,مصدر,اِحْتَبَسَ,مذكر,مفرد
192,اِحْتِجَاجٌ,مصدر,اِحْتَجَّ,مذكر,مفرد
193,اِحْتِجَابٌ,مصدر,اِحْتَجَبَ,مذكر,مفرد
194,اِحْتِجَازٌ,مصدر,اِحْتَجَزَ,مذكر,مفرد
195,اِحْتِدَادٌ,مصدر,اِحْتَدَّ,مذكر,مفرد
196,اِحْتِدَامٌ,مصدر,اِحْتَدَمَ,مذكر,مفرد
197,اِحْتِذَاءٌ,مصدر,اِحتَذَى,مذكر,مفرد
198,اِحْترَازٌ,مصدر,اِحْتَرزَ,مذكر,مفرد
199,اِحْتِرَاسٌ,مصدر,اِحْتَرَسَ,مذكر,مفرد
200,اِحْتِرَافٌ,مصدر,اِحْتَرَفَ,مذكر,مفرد
201,اِحْتِراقٌ,مصدر,اِحْتَرَقَ,مذكر,مفرد
202,اِحْتِرَامٌ,مصدر,اِحْتَرَمَ,مذكر,مفرد
203,اِحْتِسابٌ,مصدر,اِحْتَسَبَ,مذكر,مفرد
204,اِحْتِسَاءٌ,مصدر,اِحْتَسَى,مذكر,مفرد
205,اِحْتِشَادٌ,مصدر,اِحْتَشَدَ,مذكر,مفرد
206,اِحْتِشَامٌ,مصدر,اِحْتَشَمَ,مذكر,مفرد
207,اِحْتِضَارٌ,مصدر,اِحْتَضَرَ,مذكر,مفرد
208,احْتِضَانٌ,مصدر,اِحْتَضَن,مذكر,مفرد
209,اِحْتِطَابٌ,مصدر,اِحْتَطَبَ,مذكر,مفرد
210,اِحْتِفَاظٌ,مصدر,اِحْتَفَظَ,مذكر,مفرد
211,اِحْتِمَالٌ,مصدر,اِحْتَمَلَ,مذكر,مفرد
212,اِحْتِفَاءٌ,مصدر,اِحْتَفَى,مذكر,مفرد
213,اِحْتِقَارٌ,مصدر,اِحْتقَرَ,مذكر,مفرد
214,اِحْتِقانٌ,مصدر,اِحْتقَنَ,مذكر,مفرد
215,اِحْتِكَاكٌ,مصدر,اِحْتَكَّ,مذكر,مفرد
216,اِحْتِكَارٌ,مصدر,اِحْتَكَرَ,مذكر,مفرد
217,اِحْتِكَامٌ,مصدر,اِحْتَكَمَ,مذكر,مفرد
218,اِحْتِلاَلٌ,مصدر,اِحْتَلَّ,مذكر,مفرد
219,اِحْتِلاَبٌ,مصدر,اِحْتَلَبَ,مذكر,مفرد
220,اِحْتِلاَمٌ,مصدر,اِحْتَلَمَ,مذكر,مفرد
221,إِحْرَامٌ,مصدر,أحْرَمَ,مذكر,مفرد
222,اِحْتِمَاءٌ,مصدر,اِحْتَمَى,مذكر,مفرد
223,اِحْتِواءٌ,مصدر,اِحْتَوَى,مذكر,مفرد
224,إِحْجَامٌ,مصدر,أَحْجَمَ,مذكر,مفرد
225,إِحْدَاثٌ,مصدر,أَحْدَثَ,مذكر,مفرد
226,إِحْدَاقٌ,مصدر,أحْدَقَ,مذكر,مفرد
227,اِحْدِيدَابٌ,مصدر,اِحْدَوْدَبَ,مذكر,مفرد
228,إِحْرَاجٌ,مصدر,أَحْرَجَ,مذكر,مفرد
229,إِحْرَازٌ,مصدر,أَحْرَزَ,مذكر,مفرد
230,إِحْرَاقٌ,مصدر,أحْرَقَ,مذكر,مفرد
231,اِحْمِرَارٌ,مصدر,اِحْمَرَّ,مذكر,مفرد
232,إِحْزَانٌ,مصدر,أحْزَنَ,مذكر,مفرد
233,إِحْسَاسٌ,مصدر,أَحَسَّ,مذكر,مفرد
234,إحْسَانٌ,مصدر,أحْسَنَ,مذكر,مفرد
235,إِحْصَاءٌ,مصدر,أحْصَى,مذكر,مفرد
236,إحْضَارٌ,مصدر,أَحْضَرَ,مذكر,مفرد
237,إِحْقَاقٌ,مصدر,أحَقَّ,مذكر,مفرد
238,إحْكَامٌ,مصدر,أحْكَمَ,مذكر,مفرد
239,إِحْلاَلٌ,مصدر,أحَلَّ,مذكر,مفرد
240,إِحْلاَفٌ,مصدر,أحْلَفَ,مذكر,مفرد
241,إِخْبَارٌ,مصدر,أخْبَرَ,مذكر,مفرد
242,إِحْمَاضٌ,مصدر,أحْمَضَ,مذكر,مفرد
243,إحْمَاءٌ,مصدر,أحْمَى,مذكر,مفرد
244,إحْنَاءٌ,مصدر,أحْنَى,مذكر,مفرد
245,إِحْوَاجٌ,مصدر,أَحْوَجَ,مذكر,مفرد
246,اِحْوِرَارٌ,مصدر,اِحْوَرَّ,مذكر,مفرد
247,اِحْوِلاَلٌ,مصدر,اِحْوَلَّ,مذكر,مفرد
248,إِحْيَاءٌ,مصدر,أَحْيَا,مذكر,مفرد
249,اِخْضِيضَارٌ,مصدر,اِخضر,مذكر,مفرد
250,إِخَافَةٌ,مصدر,أخَافَ,مؤنث,مفرد
251,اِخْتِرَاقٌ,مصدر,اِخْتَرَقَ,مذكر,مفرد
252,إِخْبَاءٌ,مصدر,أَخْبَى,مذكر,مفرد
253,اِخْتِيَارٌ,مصدر,اِخْتارَ,مذكر,مفرد
254,اِخْتِيَالٌ,مصدر,اِخْتَالَ,مذكر,مفرد
255,اِخْتِبَاءٌ,مصدر,اِخْتَبَأ,مذكر,مفرد
256,اِختبَارٌ,مصدر,اِخْتَبَرَ,مذكر,مفرد
257,اِخْتِبَازٌ,مصدر,اِخْتَبَزَ,مذكر,مفرد
258,اِخْتِتَامٌ,مصدر,اِخْتَتَمَ,مذكر,مفرد
259,اِخْتِتَانٌ,مصدر,اِخْتَتَنَ,مذكر,مفرد
260,اِخْتِرَاعٌ,مصدر,اِخْتَرَعَ,مذكر,مفرد
261,اِخْتِلالٌ,مصدر,اِخْتَلَّ,مذكر,مفرد
262,اِخْتِزَالٌ,مصدر,اِخْتَزَلَ,مذكر,مفرد
263,اِخْتِزَانٌ,مصدر,اِخْتزَنَ,مذكر,مفرد
264,اِخْتِصَاصٌ,مصدر,اِخْتَصَّ,مذكر,مفرد
265,اِخْتِصَارٌ,مصدر,اِخْتَصَرَ,مذكر,مفرد
266,اِخْتِصَامٌ,مصدر,اِخْتَصَمَ,مذكر,مفرد
267,اِخْتِضَابٌ,مصدر,اِخْتَضَبَ,مذكر,مفرد
268,اِختِطَاطٌ,مصدر,اِخْتَطَّ,مذكر,مفرد
269,اِخْتِطَافٌ,مصدر,اِخْتَطَفَ,مذكر,مفرد
270,اِختِفَاءٌ,مصدر,اِخْتَفَى,مذكر,مفرد
271,إِخْجالٌ,مصدر,أخْجَلَ,مذكر,مفرد
272,اِخْتِلاَجٌ,مصدر,اِخْتَلَجَ,مذكر,مفرد
273,اخْتِلاَسٌ,مصدر,اِخْتَلَسَ,مذكر,مفرد
274,اِخْتِلاطٌ,مصدر,اِخْتَلَطَ,مذكر,مفرد
275,اِخْتِلاَفٌ,مصدر,اِخْتَلَفَ,مذكر,مفرد
276,اِخْتِلاَقٌ,مصدر,اِخْتَلقَ,مذكر,مفرد
277,اِخْتِلاَءٌ,مصدر,اِخْتَلى,مذكر,مفرد
278,اِخْتِمَارٌ,مصدر,اِخْتَمَرَ,مذكر,مفرد
279,اِخْتِنَاقٌ,مصدر,اِخْتَنَقَ,مذكر,مفرد
280,إِخْثَارٌ,مصدر,أَخْثَرَ,مذكر,مفرد
281,إِخْضَابٌ,مصدر,أَخْضَبَ,مذكر,مفرد
282,إِخْدَاعٌ,مصدر,أَخْدَعَ,مذكر,مفرد
283,مُؤَاخَذَةٌ,مصدر,آخَذَ,مؤنث,مفرد
284,أخْذٌ,مصدر,أخَذَ,مذكر,مفرد
285,أُخْذان,مصدر,أخَذَ,مؤنث,جمع
286,تَأْخِيرٌ,مصدر,أَخَّرَ,مذكر,مفرد
287,إِخْرَاجٌ,مصدر,أخْرَجَ,مذكر,مفرد
288,إِخْرَاسٌ,مصدر,أخْرسَ,مذكر,مفرد
289,إِخْزَاءٌ,مصدر,أخْزَى,مذكر,مفرد
290,إِخْصَابٌ,مصدر,أَخْصَبَ,مذكر,مفرد
291,اِخْضِرَارٌ,مصدر,اِخْضَرَّ,مذكر,مفرد
292,إِخْضَاعٌ,مصدر,أخْضَعَ,مذكر,مفرد
293,إِخْطَارٌ,مصدر,أخْطَرَ,مذكر,مفرد
294,إخفَاقٌ,مصدر,أخْفَقَ,مذكر,مفرد
295,إِخْفَاءٌ,مصدر,أخْفى,مذكر,مفرد
296,إِخْلالٌ,مصدر,أخَلَّ,مذكر,مفرد
297,إِخْلاَدٌ,مصدر,أخْلَدَ,مذكر,مفرد
298,إِخْلاَصٌ,مصدر,أخْلَصَ,مذكر,مفرد
299,إِخْلاَفٌ,مصدر,أخْلَفَ,مذكر,مفرد
300,إِخْمادٌ,مصدر,أَخْمَدَ,مذكر,مفرد
301,إِخْنَاءٌ,مصدر,أخْنَى,مذكر,مفرد
302,إِخَاءٌ,مصدر,آخَى,مذكر,مفرد
303,مُؤَاخَاةٌ,مصدر,آخَى,مؤنث,مفرد
304,إِدَارَةٌ,مصدر,أدَارَ,مؤنث,مفرد
305,إِدَانَةٌ,مصدر,أَدَانَ,مؤنث,مفرد
306,تَأْدِيبٌ,مصدر,أَدَّبَ,مذكر,مفرد
307,إِدْبَارٌ,مصدر,أدْبَرَ,مذكر,مفرد
308,اِدِّثَارٌ,مصدر,اِدَّثَرَ,مذكر,مفرد
309,إِدْجَاءٌ,مصدر,أَدْجى,مذكر,مفرد
310,إدْحَاضٌ,مصدر,أَدْحَضَ,مذكر,مفرد
311,إِدْمَانٌ,مصدر,أَدْمَنَ,مذكر,مفرد
312,اِدِّخارٌ,مصدر,اِدَّخَرَ,مذكر,مفرد
313,إدْخَالٌ,مصدر,أَدْخَلَ,مذكر,مفرد
314,إدْرَارٌ,مصدر,أَدَرَّ,مذكر,مفرد
315,إِدْرَاجٌ,مصدر,أَدْرَجَ,مذكر,مفرد
316,إِدْرَاكٌ,مصدر,أَدْرَكَ,مذكر,مفرد
317,اِدِّعَاءٌ,مصدر,اِدَّعَى,مذكر,مفرد
318,إِدْفَاءٌ,مصدر,أَدْفَأَ,مذكر,مفرد
319,إِدْلاَءٌ,مصدر,أَدْلَى,مذكر,مفرد
320,إِدْمَاجٌ,مصدر,أَدْمَجَ,مذكر,مفرد
321,إذْكَاءٌ,مصدر,أَذْكَى,مذكر,مفرد
322,إِدْمَاءٌ,مصدر,أَدْمَى,مذكر,مفرد
323,إِدْناءٌ,مصدر,أَدْنَى,مذكر,مفرد
324,أَدَاءٌ,مصدر,أدَّى,مذكر,مفرد
325,إذَاعَةٌ,مصدر,أَذَاعَ,مؤنث,مفرد
326,إذَاقَةٌ,مصدر,أذَاقَ,مؤنث,مفرد
327,إذْبَالٌ,مصدر,أَذْبَلَ,مذكر,مفرد
328,اِذِّخَارٌ,مصدر,اِذَّخَرَ,مذكر,مفرد
329,إِذْعَانٌ,مصدر,أَذْعَنَ,مذكر,مفرد
330,اِذِّكَارٌ,مصدر,اِذَّكَرَ,مذكر,مفرد
331,مُؤَارَبَةٌ,مصدر,آرَبَ,مؤنث,مفرد
332,إِذْلاَلٌ,مصدر,أَذَلَّ,مذكر,مفرد
333,أَذَانٌ,مصدر,أَذِنَ,مذكر,مفرد
334,إِذْنٌ,مصدر,أَذِنَ,مذكر,مفرد
335,أُذُونٌ,مصدر,أَذِنَ,مؤنث,جمع
336,إِذْهَالٌ,مصدر,أَذْهَلَ,مذكر,مفرد
337,أَذىً,مصدر,أَذِيَ,مذكر,مفرد
338,إِرَاحَةٌ,مصدر,أَرَاحَ,مؤنث,مفرد
339,إِرَادَةٌ,مصدر,أَرَادَ,مؤنث,مفرد
340,إِرَاقَةٌ,مصدر,أراق,مؤنث,مفرد
341,اِرْتِحَالٌ,مصدر,ارْتَحَل,مذكر,مفرد
342,إِرْبَاكٌ,مصدر,أَرْبَكَ,مذكر,مفرد
343,اِرْتِيَاحٌ,مصدر,اِرْتَاحَ,مذكر,مفرد
344,اِرْتِيَادٌ,مصدر,اِرْتَادَ,مذكر,مفرد
345,اِرْتِيَاعٌ,مصدر,اِرتاع,مذكر,مفرد
346,اِرْتِبَاطٌ,مصدر,اِرْتَبَطَ,مذكر,مفرد
347,اِرْتِبَاكٌ,مصدر,اِرْتَبَكَ,مذكر,مفرد
348,اِرْتِجَاجٌ,مصدر,اِرْتَجَّ,مذكر,مفرد
349,اِرْتِجَافٌ,مصدر,اِرْتَجَفَ,مذكر,مفرد
350,اِرْتِجَالٌ,مصدر,اِرْتَجَلَ,مذكر,مفرد
351,اِرْتِطَامٌ,مصدر,اِرْتَطَمَ,مذكر,مفرد
352,اِرْتِخَاءٌ,مصدر,اِرْتَخَى,مذكر,مفرد
353,اِرْتِدَادٌ,مصدر,اِرْتَدَّ,مذكر,مفرد
354,اِرْتِدَاءٌ,مصدر,اِرْتَدَى,مذكر,مفرد
355,اِرْتِزَاقٌ,مصدر,اِرْتَزَقَ,مذكر,مفرد
356,اِرْتِسَامٌ,مصدر,اِرْتَسَمَ,مذكر,مفرد
357,اِرْتِشَافٌ,مصدر,اِرْتَشَفَ,مذكر,مفرد
358,اِرْتِشَاءٌ,مصدر,اِرْتَشَى,مذكر,مفرد
359,اِرْتِصَافٌ,مصدر,اِرْتَصَفَ,مذكر,مفرد
360,اِرْتِضَاءٌ,مصدر,اِرْتَضَى,مذكر,مفرد
361,اِرْتِوَاءٌ,مصدر,اِرْتَوَى,مذكر,مفرد
362,اِرْتِعَادٌ,مصدر,اِرْتَعَدَ,مذكر,مفرد
363,اِرْتِعَاشٌ,مصدر,اِرْتَعَشَ,مذكر,مفرد
364,اِرْتِفَاعٌ,مصدر,اِرْتَفَعَ,مذكر,مفرد
